NACE21_CODE	LEVEL	NACE21_HEADING	NACE2_CODE	NACE2_HEADING	Common_Content	Mapping_Type
"64.1"	"3"	"64.1 Monetary intermediation"	"64.1"	"64.1 Monetary intermediation"		"NACE Rev. 2.1 group 64.1 is mapped to NACE Rev. 2 group 64.1"
"64.11"	"4"	"64.11 Central banking"	"64.11"	"64.11 Central banking"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 64.11 is mapped to NACE Rev. 2 class 64.11"
"64.19"	"4"	"64.19 Other monetary intermediation"	"64.19"	"64.19 Other monetary intermediation"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 64.19 is mapped to NACE Rev. 2 class 64.19"
"64.2"	"3"	"64.2 Activities of holding companies and financing conduits"	"64.2"	"64.2 Activities of holding companies"		"NACE Rev. 2.1 group 64.2 is mapped to NACE Rev. 2 groups 64.2, 64.9"
"64.2"	"3"	"64.2 Activities of holding companies and financing conduits"	"64.9"	"64.9 Other financial service activities, except insurance and pension funding"		"NACE Rev. 2.1 group 64.2 is mapped to NACE Rev. 2 groups 64.2, 64.9"
"64.21"	"4"	"64.21 Activities of holding companies"	"64.20"	"64.20 Activities of holding companies"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 64.21 is mapped to NACE Rev. 2 class 64.20"
"64.22"	"4"	"64.22 Activities of financing conduits"	"64.20"	"64.20 Activities of holding companies"		"NACE Rev. 2.1 class 64.22 is mapped to NACE Rev. 2 classes 64.20, 64.99"
"64.22"	"4"	"64.22 Activities of financing conduits"	"64.99"	"64.99 Other financial service activities, except insurance and pension funding n.e.c."		"NACE Rev. 2.1 class 64.22 is mapped to NACE Rev. 2 classes 64.20, 64.99"
"64.3"	"3"	"64.3 Activities of trusts, funds and similar financial entities"	"64.3"	"64.3 Trusts, funds and similar financial entities"		"NACE Rev. 2.1 group 64.3 is mapped to NACE Rev. 2 group 64.3"
"64.31"	"4"	"64.31 Activities of money market and non-money market investments funds"	"64.30"	"64.30 Trusts, funds and similar financial entities"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 64.31 is mapped to NACE Rev. 2 class 64.30"
"64.32"	"4"	"64.32 Activities of trust, estate and agency accounts"	"64.30"	"64.30 Trusts, funds and similar financial entities"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 64.32 is mapped to NACE Rev. 2 class 64.30"
"64.9"	"3"	"64.9 Other financial service activities, except insurance and pension funding"	"64.9"	"64.9 Other financial service activities, except insurance and pension funding"		"NACE Rev. 2.1 group 64.9 is mapped to NACE Rev. 2 group 64.9"
"64.91"	"4"	"64.91 Financial leasing"	"64.91"	"64.91 Financial leasing"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 64.91 is mapped to NACE Rev. 2 class 64.91"
"64.92"	"4"	"64.92 Other credit granting"	"64.92"	"64.92 Other credit granting"		"NACE Rev. 2.1 class 64.92 is mapped to NACE Rev. 2 classes 64.92, 64.99"
"64.92"	"4"	"64.92 Other credit granting"	"64.99"	"64.99 Other financial service activities, except insurance and pension funding n.e.c."		"NACE Rev. 2.1 class 64.92 is mapped to NACE Rev. 2 classes 64.92, 64.99"
"64.99"	"4"	"64.99 Other financial service activities, except insurance and pension funding n.e.c."	"64.99"	"64.99 Other financial service activities, except insurance and pension funding n.e.c."	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 64.99 is mapped to NACE Rev. 2 class 64.99"
"65"	"2"	"65 Insurance, reinsurance and pension funding, except compulsory social security"	"65"	"65 Insurance, reinsurance and pension funding, except compulsory social security"		"NACE Rev. 2.1 division 65 is mapped to NACE Rev. 2 division 65"
"65.1"	"3"	"65.1 Insurance"	"65.1"	"65.1 Insurance"		"NACE Rev. 2.1 group 65.1 is mapped to NACE Rev. 2 group 65.1"
"65.11"	"4"	"65.11 Life insurance"	"65.11"	"65.11 Life insurance"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 65.11 is mapped to NACE Rev. 2 class 65.11"
"65.12"	"4"	"65.12 Non-life insurance"	"65.12"	"65.12 Non-life insurance"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 65.12 is mapped to NACE Rev. 2 class 65.12"
"65.2"	"3"	"65.2 Reinsurance"	"65.2"	"65.2 Reinsurance"		"NACE Rev. 2.1 group 65.2 is mapped to NACE Rev. 2 group 65.2"
"65.20"	"4"	"65.20 Reinsurance"	"65.20"	"65.20 Reinsurance"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 65.20 is mapped to NACE Rev. 2 class 65.20"
"65.3"	"3"	"65.3 Pension funding"	"65.3"	"65.3 Pension funding"		"NACE Rev. 2.1 group 65.3 is mapped to NACE Rev. 2 group 65.3"
"65.30"	"4"	"65.30 Pension funding"	"65.30"	"65.30 Pension funding"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 65.30 is mapped to NACE Rev. 2 class 65.30"
"66"	"2"	"66 Activities auxiliary to financial services and insurance activities"	"66"	"66 Activities auxiliary to financial services and insurance activities"		"NACE Rev. 2.1 division 66 is mapped to NACE Rev. 2 division 66"
"66.1"	"3"	"66.1 Activities auxiliary to financial services, except insurance and pension funding"	"66.1"	"66.1 Activities auxiliary to financial services, except insurance and pension funding"		"NACE Rev. 2.1 group 66.1 is mapped to NACE Rev. 2 group 66.1"
"66.11"	"4"	"66.11 Administration of financial markets"	"66.11"	"66.11 Administration of financial markets"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 66.11 is mapped to NACE Rev. 2 class 66.11"
"66.12"	"4"	"66.12 Security and commodity contracts brokerage"	"66.12"	"66.12 Security and commodity contracts brokerage"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 66.12 is mapped to NACE Rev. 2 class 66.12"
"66.19"	"4"	"66.19 Other activities auxiliary to financial services, except insurance and pension funding"	"66.19"	"66.19 Other activities auxiliary to financial services, except insurance and pension funding"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 66.19 is mapped to NACE Rev. 2 class 66.19"
"66.2"	"3"	"66.2 Activities auxiliary to insurance and pension funding"	"66.2"	"66.2 Activities auxiliary to insurance and pension funding"		"NACE Rev. 2.1 group 66.2 is mapped to NACE Rev. 2 group 66.2"
"66.21"	"4"	"66.21 Risk and damage evaluation"	"66.21"	"66.21 Risk and damage evaluation"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 66.21 is mapped to NACE Rev. 2 class 66.21"
"66.22"	"4"	"66.22 Activities of insurance agents and brokers"	"66.22"	"66.22 Activities of insurance agents and brokers"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 66.22 is mapped to NACE Rev. 2 class 66.22"
"66.29"	"4"	"66.29 Activities auxiliary to insurance and pension funding n.e.c."	"66.29"	"66.29 Other activities auxiliary to insurance and pension funding"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 66.29 is mapped to NACE Rev. 2 class 66.29"
"66.3"	"3"	"66.3 Fund management activities"	"66.1"	"66.1 Activities auxiliary to financial services, except insurance and pension funding"		"NACE Rev. 2.1 group 66.3 is mapped to NACE Rev. 2 groups 66.1, 66.3"
"66.3"	"3"	"66.3 Fund management activities"	"66.3"	"66.3 Fund management activities"		"NACE Rev. 2.1 group 66.3 is mapped to NACE Rev. 2 groups 66.1, 66.3"
"66.30"	"4"	"66.30 Fund management activities"	"66.19"	"66.19 Other activities auxiliary to financial services, except insurance and pension funding"		"NACE Rev. 2.1 class 66.30 is mapped to NACE Rev. 2 classes 66.19, 66.30"
"66.30"	"4"	"66.30 Fund management activities"	"66.30"	"66.30 Fund management activities"		"NACE Rev. 2.1 class 66.30 is mapped to NACE Rev. 2 classes 66.19, 66.30"
"68"	"2"	"68 Real estate activities"	"41"	"41 Construction of buildings"		"NACE Rev. 2.1 division 68 is mapped to NACE Rev. 2 divisions 41, 68"
"68"	"2"	"68 Real estate activities"	"68"	"68 Real estate activities"		"NACE Rev. 2.1 division 68 is mapped to NACE Rev. 2 divisions 41, 68"
"68.1"	"3"	"68.1 Real estate activities with own property and development of building projects"	"41.1"	"41.1 Development of building projects"		"NACE Rev. 2.1 group 68.1 is mapped to NACE Rev. 2 groups 41.1, 68.1"
"68.1"	"3"	"68.1 Real estate activities with own property and development of building projects"	"68.1"	"68.1 Buying and selling of own real estate"		"NACE Rev. 2.1 group 68.1 is mapped to NACE Rev. 2 groups 41.1, 68.1"
"68.11"	"4"	"68.11 Buying and selling of own real estate"	"68.10"	"68.10 Buying and selling of own real estate"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 68.11 is mapped to NACE Rev. 2 class 68.10"
"68.12"	"4"	"68.12 Development of building projects"	"41.10"	"41.10 Development of building projects"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 68.12 is mapped to NACE Rev. 2 class 41.10"
"68.2"	"3"	"68.2 Rental and operating of own or leased real estate"	"68.2"	"68.2 Rental and operating of own or leased real estate"		"NACE Rev. 2.1 group 68.2 is mapped to NACE Rev. 2 group 68.2"
"68.20"	"4"	"68.20 Rental and operating of own or leased real estate"	"68.20"	"68.20 Rental and operating of own or leased real estate"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 68.20 is mapped to NACE Rev. 2 class 68.20"
"68.3"	"3"	"68.3 Real estate activities on a fee or contract basis"	"68.3"	"68.3 Real estate activities on a fee or contract basis"		"NACE Rev. 2.1 group 68.3 is mapped to NACE Rev. 2 group 68.3"
"68.31"	"4"	"68.31 Intermediation service activities for real estate activities"	"68.31"	"68.31 Real estate agencies"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 68.31 is mapped to NACE Rev. 2 class 68.31"
"68.32"	"4"	"68.32 Other real estate activities on a fee or contract basis"	"68.31"	"68.31 Real estate agencies"		"NACE Rev. 2.1 class 68.32 is mapped to NACE Rev. 2 classes 68.31, 68.32"
"68.32"	"4"	"68.32 Other real estate activities on a fee or contract basis"	"68.32"	"68.32 Management of real estate on a fee or contract basis"		"NACE Rev. 2.1 class 68.32 is mapped to NACE Rev. 2 classes 68.31, 68.32"
"69"	"2"	"69 Legal and accounting activities"	"69"	"69 Legal and accounting activities"		"NACE Rev. 2.1 division 69 is mapped to NACE Rev. 2 division 69"
"69.1"	"3"	"69.1 Legal activities"	"69.1"	"69.1 Legal activities"		"NACE Rev. 2.1 group 69.1 is mapped to NACE Rev. 2 group 69.1"
"69.10"	"4"	"69.10 Legal activities"	"69.10"	"69.10 Legal activities"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 69.10 is mapped to NACE Rev. 2 class 69.10"
"69.2"	"3"	"69.2 Accounting, bookkeeping and auditing activities; tax consultancy"	"69.2"	"69.2 Accounting, bookkeeping and auditing activities; tax consultancy"		"NACE Rev. 2.1 group 69.2 is mapped to NACE Rev. 2 group 69.2"
"69.20"	"4"	"69.20 Accounting, bookkeeping and auditing activities; tax consultancy"	"69.20"	"69.20 Accounting, bookkeeping and auditing activities; tax consultancy"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 69.20 is mapped to NACE Rev. 2 class 69.20"
"70"	"2"	"70 Activities of head offices and management consultancy"	"70"	"70 Activities of head offices; management consultancy activities"		"NACE Rev. 2.1 division 70 is mapped to NACE Rev. 2 division 70"
"70.1"	"3"	"70.1 Activities of head offices"	"70.1"	"70.1 Activities of head offices"		"NACE Rev. 2.1 group 70.1 is mapped to NACE Rev. 2 group 70.1"
"70.10"	"4"	"70.10 Activities of head offices"	"70.10"	"70.10 Activities of head offices"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 70.10 is mapped to NACE Rev. 2 class 70.10"
"70.2"	"3"	"70.2 Business and other management consultancy activities"	"70.2"	"70.2 Management consultancy activities"		"NACE Rev. 2.1 group 70.2 is mapped to NACE Rev. 2 group 70.2"
"70.20"	"4"	"70.20 Business and other management consultancy activities"	"70.22"	"70.22 Business and other management consultancy activities"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 70.20 is mapped to NACE Rev. 2 class 70.22"
"71"	"2"	"71 Architectural and engineering activities; technical testing and analysis"	"71"	"71 Architectural and engineering activities; technical testing and analysis"		"NACE Rev. 2.1 division 71 is mapped to NACE Rev. 2 division 71"
"71.1"	"3"	"71.1 Architectural and engineering activities and related technical consultancy"	"71.1"	"71.1 Architectural and engineering activities and related technical consultancy"		"NACE Rev. 2.1 group 71.1 is mapped to NACE Rev. 2 group 71.1"
"71.11"	"4"	"71.11 Architectural activities"	"71.11"	"71.11 Architectural activities"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 71.11 is mapped to NACE Rev. 2 class 71.11"
"71.12"	"4"	"71.12 Engineering activities and related technical consultancy"	"71.12"	"71.12 Engineering activities and related technical consultancy"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 71.12 is mapped to NACE Rev. 2 class 71.12"
"71.2"	"3"	"71.2 Technical testing and analysis"	"71.2"	"71.2 Technical testing and analysis"		"NACE Rev. 2.1 group 71.2 is mapped to NACE Rev. 2 group 71.2"
"71.20"	"4"	"71.20 Technical testing and analysis"	"71.20"	"71.20 Technical testing and analysis"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 71.20 is mapped to NACE Rev. 2 class 71.20"
"72"	"2"	"72 Scientific research and development"	"72"	"72 Scientific research and development"		"NACE Rev. 2.1 division 72 is mapped to NACE Rev. 2 division 72"
"72.1"	"3"	"72.1 Research and experimental development on natural sciences and engineering"	"72.1"	"72.1 Research and experimental development on natural sciences and engineering"		"NACE Rev. 2.1 group 72.1 is mapped to NACE Rev. 2 group 72.1"
"72.10"	"4"	"72.10 Research and experimental development on natural sciences and engineering"	"72.11"	"72.11 Research and experimental development on biotechnology"		"NACE Rev. 2.1 class 72.10 is mapped to NACE Rev. 2 classes 72.11, 72.19"
"72.10"	"4"	"72.10 Research and experimental development on natural sciences and engineering"	"72.19"	"72.19 Other research and experimental development on natural sciences and engineering"		"NACE Rev. 2.1 class 72.10 is mapped to NACE Rev. 2 classes 72.11, 72.19"
"72.2"	"3"	"72.2 Research and experimental development on social sciences and humanities"	"72.2"	"72.2 Research and experimental development on social sciences and humanities"		"NACE Rev. 2.1 group 72.2 is mapped to NACE Rev. 2 group 72.2"
"72.20"	"4"	"72.20 Research and experimental development on social sciences and humanities"	"72.20"	"72.20 Research and experimental development on social sciences and humanities"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 72.20 is mapped to NACE Rev. 2 class 72.20"
"73"	"2"	"73 Activities of advertising, market research and public relations"	"70"	"70 Activities of head offices; management consultancy activities"		"NACE Rev. 2.1 division 73 is mapped to NACE Rev. 2 divisions 70, 73"
"73"	"2"	"73 Activities of advertising, market research and public relations"	"73"	"73 Advertising and market research"		"NACE Rev. 2.1 division 73 is mapped to NACE Rev. 2 divisions 70, 73"
"73.1"	"3"	"73.1 Advertising"	"73.1"	"73.1 Advertising"		"NACE Rev. 2.1 group 73.1 is mapped to NACE Rev. 2 group 73.1"
"73.11"	"4"	"73.11 Activities of advertising agencies"	"73.11"	"73.11 Advertising agencies"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 73.11 is mapped to NACE Rev. 2 class 73.11"
"73.12"	"4"	"73.12 Media representation"	"73.12"	"73.12 Media representation"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 73.12 is mapped to NACE Rev. 2 class 73.12"
"73.2"	"3"	"73.2 Market research and public opinion polling"	"73.2"	"73.2 Market research and public opinion polling"		"NACE Rev. 2.1 group 73.2 is mapped to NACE Rev. 2 group 73.2"
"73.20"	"4"	"73.20 Market research and public opinion polling"	"73.20"	"73.20 Market research and public opinion polling"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 73.20 is mapped to NACE Rev. 2 class 73.20"
"73.3"	"3"	"73.3 Public relations and communication activities"	"70.2"	"70.2 Management consultancy activities"		"NACE Rev. 2.1 group 73.3 is mapped to NACE Rev. 2 group 70.2"
"73.30"	"4"	"73.30 Public relations and communication activities"	"70.21"	"70.21 Public relations and communication activities"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 73.30 is mapped to NACE Rev. 2 class 70.21"
"74"	"2"	"74 Other professional, scientific and technical activities"	"74"	"74 Other professional, scientific and technical activities"		"NACE Rev. 2.1 division 74 is mapped to NACE Rev. 2 division 74"
"74.1"	"3"	"74.1 Specialised design activities"	"74.1"	"74.1 Specialised design activities"		"NACE Rev. 2.1 group 74.1 is mapped to NACE Rev. 2 group 74.1"
"74.11"	"4"	"74.11 Industrial product and fashion design activities"	"74.10"	"74.10 Specialised design activities"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 74.11 is mapped to NACE Rev. 2 class 74.10"
"74.12"	"4"	"74.12 Graphic design and visual communication activities"	"74.10"	"74.10 Specialised design activities"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 74.12 is mapped to NACE Rev. 2 class 74.10"
"74.13"	"4"	"74.13 Interior design activities"	"74.10"	"74.10 Specialised design activities"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 74.13 is mapped to NACE Rev. 2 class 74.10"
"74.14"	"4"	"74.14 Other specialised design activities"	"74.10"	"74.10 Specialised design activities"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 74.14 is mapped to NACE Rev. 2 class 74.10"
"74.2"	"3"	"74.2 Photographic activities"	"74.2"	"74.2 Photographic activities"		"NACE Rev. 2.1 group 74.2 is mapped to NACE Rev. 2 group 74.2"
"74.20"	"4"	"74.20 Photographic activities"	"74.20"	"74.20 Photographic activities"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 74.20 is mapped to NACE Rev. 2 class 74.20"
"74.3"	"3"	"74.3 Translation and interpretation activities"	"74.3"	"74.3 Translation and interpretation activities"		"NACE Rev. 2.1 group 74.3 is mapped to NACE Rev. 2 group 74.3"
"74.30"	"4"	"74.30 Translation and interpretation activities"	"74.30"	"74.30 Translation and interpretation activities"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 74.30 is mapped to NACE Rev. 2 class 74.30"
"74.9"	"3"	"74.9 Other professional, scientific and technical activities n.e.c."	"74.9"	"74.9 Other professional, scientific and technical activities n.e.c."		"NACE Rev. 2.1 group 74.9 is mapped to NACE Rev. 2 group 74.9"
"74.91"	"4"	"74.91 Patent brokering and marketing service activities"	"74.90"	"74.90 Other professional, scientific and technical activities n.e.c."	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 74.91 is mapped to NACE Rev. 2 class 74.90"
"74.99"	"4"	"74.99 All other professional, scientific and technical activities n.e.c."	"74.90"	"74.90 Other professional, scientific and technical activities n.e.c."	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 74.99 is mapped to NACE Rev. 2 class 74.90"
"75"	"2"	"75 Veterinary activities"	"75"	"75 Veterinary activities"		"NACE Rev. 2.1 division 75 is mapped to NACE Rev. 2 division 75"
"75.0"	"3"	"75.0 Veterinary activities"	"75.0"	"75.0 Veterinary activities"		"NACE Rev. 2.1 group 75.0 is mapped to NACE Rev. 2 group 75.0"
"75.00"	"4"	"75.00 Veterinary activities"	"75.00"	"75.00 Veterinary activities"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 75.00 is mapped to NACE Rev. 2 class 75.00"
"77"	"2"	"77 Rental and leasing activities"	"77"	"77 Rental and leasing activities"		"NACE Rev. 2.1 division 77 is mapped to NACE Rev. 2 divisions 77, 79, 82"
"77"	"2"	"77 Rental and leasing activities"	"79"	"79 Travel agency, tour operator and other reservation service and related activities"		"NACE Rev. 2.1 division 77 is mapped to NACE Rev. 2 divisions 77, 79, 82"
"77"	"2"	"77 Rental and leasing activities"	"82"	"82 Office administrative, office support and other business support activities"		"NACE Rev. 2.1 division 77 is mapped to NACE Rev. 2 divisions 77, 79, 82"
"77.1"	"3"	"77.1 Rental and leasing of motor vehicles"	"77.1"	"77.1 Rental and leasing of motor vehicles"		"NACE Rev. 2.1 group 77.1 is mapped to NACE Rev. 2 groups 77.1, 77.3"
"77.1"	"3"	"77.1 Rental and leasing of motor vehicles"	"77.3"	"77.3 Rental and leasing of other machinery, equipment and tangible goods"		"NACE Rev. 2.1 group 77.1 is mapped to NACE Rev. 2 groups 77.1, 77.3"
"77.11"	"4"	"77.11 Rental and leasing of cars and light motor vehicles"	"77.11"	"77.11 Rental and leasing of cars and light motor vehicles"		"NACE Rev. 2.1 class 77.11 is mapped to NACE Rev. 2 classes 77.11, 77.12, 77.39"
"77.11"	"4"	"77.11 Rental and leasing of cars and light motor vehicles"	"77.12"	"77.12 Rental and leasing of trucks"		"NACE Rev. 2.1 class 77.11 is mapped to NACE Rev. 2 classes 77.11, 77.12, 77.39"
"77.11"	"4"	"77.11 Rental and leasing of cars and light motor vehicles"	"77.39"	"77.39 Rental and leasing of other machinery, equipment and tangible goods n.e.c."		"NACE Rev. 2.1 class 77.11 is mapped to NACE Rev. 2 classes 77.11, 77.12, 77.39"
"77.12"	"4"	"77.12 Rental and leasing of trucks"	"77.12"	"77.12 Rental and leasing of trucks"		"NACE Rev. 2.1 class 77.12 is mapped to NACE Rev. 2 classes 77.12, 77.39"
"77.12"	"4"	"77.12 Rental and leasing of trucks"	"77.39"	"77.39 Rental and leasing of other machinery, equipment and tangible goods n.e.c."		"NACE Rev. 2.1 class 77.12 is mapped to NACE Rev. 2 classes 77.12, 77.39"
"77.2"	"3"	"77.2 Rental and leasing of personal and household goods"	"77.2"	"77.2 Rental and leasing of personal and household goods"		"NACE Rev. 2.1 group 77.2 is mapped to NACE Rev. 2 group 77.2"
"77.21"	"4"	"77.21 Rental and leasing of recreational and sports goods"	"77.21"	"77.21 Rental and leasing of recreational and sports goods"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 77.21 is mapped to NACE Rev. 2 class 77.21"
"77.22"	"4"	"77.22 Rental and leasing of other personal and household goods"	"77.22"	"77.22 Rental of video tapes and disks"		"NACE Rev. 2.1 class 77.22 is mapped to NACE Rev. 2 classes 77.22, 77.29"
"77.22"	"4"	"77.22 Rental and leasing of other personal and household goods"	"77.29"	"77.29 Rental and leasing of other personal and household goods"		"NACE Rev. 2.1 class 77.22 is mapped to NACE Rev. 2 classes 77.22, 77.29"
"77.3"	"3"	"77.3 Rental and leasing of other machinery, equipment and tangible goods"	"77.3"	"77.3 Rental and leasing of other machinery, equipment and tangible goods"		"NACE Rev. 2.1 group 77.3 is mapped to NACE Rev. 2 group 77.3"
"77.31"	"4"	"77.31 Rental and leasing of agricultural machinery and equipment"	"77.31"	"77.31 Rental and leasing of agricultural machinery and equipment"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 77.31 is mapped to NACE Rev. 2 class 77.31"
"77.32"	"4"	"77.32 Rental and leasing of construction and civil engineering machinery and equipment"	"77.32"	"77.32 Rental and leasing of construction and civil engineering machinery and equipment"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 77.32 is mapped to NACE Rev. 2 class 77.32"
"77.33"	"4"	"77.33 Rental and leasing of office machinery, equipment and computers"	"77.33"	"77.33 Rental and leasing of office machinery and equipment (including computers)"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 77.33 is mapped to NACE Rev. 2 class 77.33"
"77.34"	"4"	"77.34 Rental and leasing of water transport equipment"	"77.34"	"77.34 Rental and leasing of water transport equipment"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 77.34 is mapped to NACE Rev. 2 class 77.34"
"77.35"	"4"	"77.35 Rental and leasing of air transport equipment"	"77.35"	"77.35 Rental and leasing of air transport equipment"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 77.35 is mapped to NACE Rev. 2 class 77.35"
"77.39"	"4"	"77.39 Rental and leasing of other machinery, equipment and tangible goods n.e.c."	"77.39"	"77.39 Rental and leasing of other machinery, equipment and tangible goods n.e.c."	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 77.39 is mapped to NACE Rev. 2 class 77.39"
"77.4"	"3"	"77.4 Leasing of intellectual property and similar products, except copyrighted works"	"77.4"	"77.4 Leasing of intellectual property and similar products, except copyrighted works"		"NACE Rev. 2.1 group 77.4 is mapped to NACE Rev. 2 group 77.4"
"77.40"	"4"	"77.40 Leasing of intellectual property and similar products, except copyrighted works"	"77.40"	"77.40 Leasing of intellectual property and similar products, except copyrighted works"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 77.40 is mapped to NACE Rev. 2 class 77.40"
"77.5"	"3"	"77.5 Intermediation service activities for rental and leasing of tangible goods and non-financial intangible assets"	"79.1"	"79.1 Travel agency and tour operator activities"		"NACE Rev. 2.1 group 77.5 is mapped to NACE Rev. 2 groups 79.1, 79.9, 82.9"
"77.5"	"3"	"77.5 Intermediation service activities for rental and leasing of tangible goods and non-financial intangible assets"	"79.9"	"79.9 Other reservation service and related activities"		"NACE Rev. 2.1 group 77.5 is mapped to NACE Rev. 2 groups 79.1, 79.9, 82.9"
"77.5"	"3"	"77.5 Intermediation service activities for rental and leasing of tangible goods and non-financial intangible assets"	"82.9"	"82.9 Business support service activities n.e.c."		"NACE Rev. 2.1 group 77.5 is mapped to NACE Rev. 2 groups 79.1, 79.9, 82.9"
"77.51"	"4"	"77.51 Intermediation service activities for rental and leasing of cars, motorhomes and trailers"	"79.11"	"79.11 Travel agency activities"		"NACE Rev. 2.1 class 77.51 is mapped to NACE Rev. 2 classes 79.11, 79.90, 82.99"
